주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자
405-1-000171,"하귀1리 152-2, 149-1",공영,노상,,제주특별자치도 제주시 애월읍 하귀1리 152-2,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4849841,126.4180786,,2026-04-16
405-1-000172,"하귀로25길 14-1, 14-3",공영,노상,제주특별자치도 제주시 애월읍 하귀로25길 14-1,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4788451,126.4006838,,2026-04-16
405-1-000173,"하소로 15-1, 하귀로25길 14-4",공영,노상,제주특별자치도 제주시 애월읍 하소로 15-1,,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4788179,126.4000791,,2026-04-16
405-1-000174,"하귀로25길 14-3, 26",공영,노상,제주특별자치도 제주시 애월읍 하귀로25길 14-3,,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4786818,126.4006399,,2026-04-16
405-1-000175,"하귀로25길 9-6, 14-3",공영,노상,제주특별자치도 제주시 애월읍 하귀로25길 9-6,,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4790236,126.4011502,,2026-04-16
405-1-000176,"하귀로25길 13, 19",공영,노상,제주특별자치도 제주시 애월읍 하귀로25길 13,,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4791121,126.4007473,,2026-04-16
405-1-000177,하귀로21길 30,공영,노상,제주특별자치도 제주시 애월읍 하귀로21길 30,,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4796335,126.4033249,,2026-04-16
405-1-000178,하귀로21길 31,공영,노상,제주특별자치도 제주시 애월읍 하귀로21길 31,,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4793315,126.4035201,,2026-04-16
405-1-000179,하귀2리 1378-12,공영,노상,,제주특별자치도 제주시 애월읍 하귀2리 1378-12,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4816528,126.4059988,,2026-04-16
405-1-000180,"엄수로 49, 구엄리 1012-4",공영,노상,제주특별자치도 제주시 애월읍 엄수로 49,,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4708619,126.3798484,,2026-04-16
405-1-000181,구엄리 1009-3,공영,노상,,제주특별자치도 제주시 애월읍 구엄리 1009-3,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4717052,126.3793225,,2026-04-16
405-1-000182,"엄수로 34, 구엄리 1027-1",공영,노상,제주특별자치도 제주시 애월읍 엄수로 34,,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4720995,126.3791651,,2026-04-16
405-1-000183,구엄리 1285-5,공영,노상,,제주특별자치도 제주시 애월읍 구엄리 1285-5,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4826941,126.3760786,,2026-04-16
405-1-000184,"구엄길 90, 84",공영,노상,제주특별자치도 제주시 애월읍 구엄길 90,,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4822099,126.3759833,,2026-04-16
405-1-000185,"구엄길 70, 구엄리 1136-7",공영,노상,제주특별자치도 제주시 애월읍 구엄길 70,,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4806341,126.3763404,,2026-04-16
405-1-000186,구엄길 68,공영,노상,제주특별자치도 제주시 애월읍 구엄길 68,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4804532,126.3763817,,2026-04-16
405-1-000187,"구엄리 1135-1, 1132",공영,노상,,제주특별자치도 제주시 애월읍 구엄리 1135-1,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4793321,126.3767341,,2026-04-16
405-1-000188,"구엄리 1112-10, 구엄길 29",공영,노상,,제주특별자치도 제주시 애월읍 구엄리 1112-10,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000189,"구엄길 25, 13",공영,노상,제주특별자치도 제주시 애월읍 구엄길 25,,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.476521,126.3760778,,2026-04-16
405-1-000190,고성리 443-1,공영,노상,,제주특별자치도 제주시 애월읍 고성리 443-1,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4580904,126.4161088,,2026-04-16
405-1-000191,고성6길 5,공영,노상,제주특별자치도 제주시 애월읍 고성6길 5,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4578899,126.4153987,,2026-04-16
405-1-000192,신엄8길 13,공영,노상,제주특별자치도 제주시 애월읍 신엄8길 13,,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4702319,126.3680079,,2026-04-16
405-1-000193,엄수로 63,공영,노상,제주특별자치도 제주시 애월읍 엄수로 63,,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.470291,126.3811111,,2026-04-16
405-1-000194,신엄리 2806,공영,노상,,제주특별자치도 제주시 애월읍 신엄리 2806,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.477042,126.354079,,2026-04-16
405-2-000195,신엄리 786-1,공영,노외,,제주특별자치도 제주시 애월읍 신엄리 786-1,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4740076,126.3731182,,2026-04-16
405-2-000196,"하귀1리 144-8, 144-9, 144-10",공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 144-8,26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4861235,126.4180649,,2026-04-16
405-2-000197,고성리 1448-1,공영,노외,,제주특별자치도 제주시 애월읍 고성리 1448-1,26,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4657783,126.4096967,,2026-04-16
405-2-000198,광령리 3066,공영,노외,,제주특별자치도 제주시 애월읍 광령리 3066,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4491447,126.4296375,,2026-04-16
405-2-000199,하귀1리 193-1,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 193-1,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4833331,126.4125269,,2026-04-16
405-2-000200,수산리 1779-8,공영,노외,,제주특별자치도 제주시 애월읍 수산리 1779-8,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-2-000201,김녕리 1230,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 1230,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5572942,126.7544188,,2026-04-16
405-2-000202,김녕리 1407-1,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 1407-1,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5568016,126.7498899,,2026-04-16
405-2-000203,"김녕리 1425, 1412",공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 1425,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5573218,126.7505436,,2026-04-16
405-2-000204,김녕리 1542-1,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 1542-1,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5561302,126.7511398,,2026-04-16
405-2-000205,"김녕리 1578-1, 2",공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 1578-1,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5565556,126.7498531,,2026-04-16
405-2-000206,김녕리 1589-1,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 1589-1,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5564244,126.7490985,,2026-04-16
405-2-000207,김녕리 2222,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 2222,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5547109,126.7484163,,2026-04-16
405-2-000208,김녕리 2229,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 2229,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5543812,126.7485492,,2026-04-16
405-2-000209,김녕리 3650,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 3650,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5552254,126.746266,,2026-04-16
405-2-000210,김녕리 3872,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 3872,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5565003,126.7467448,,2026-04-16
405-2-000211,김녕리 3891,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 3891,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5559321,126.7471095,,2026-04-16
405-2-000212,"김녕리 4018, 4020",공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 4018,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5581525,126.7466603,,2026-04-16
405-2-000213,"김녕리 492-1, 493-3",공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 492-1,76,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5583978,126.7626978,,2026-04-16
405-2-000214,동복리 1543-2,공영,노외,,제주특별자치도 제주시 구좌읍 동복리 1543-2,31,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5535219,126.7133995,,2026-04-16
405-2-000215,동복리 1572-1,공영,노외,,제주특별자치도 제주시 구좌읍 동복리 1572-1,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5534458,126.7144502,,2026-04-16
405-2-000216,세화리 1415-1,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1415-1,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5228783,126.8571176,,2026-04-16
405-2-000217,"세화리 1452-12, 1454-8",공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1452-12,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5237646,126.855777,,2026-04-16
405-2-000218,세화리 1491-2,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1491-2,44,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5242848,126.8566849,,2026-04-16
405-2-000219,"세화리 1500-5, 1500-45",공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1500-5,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5261861,126.857297,,2026-04-16
405-2-000220,세화리 1507-1,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1507-1,93,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5247028,126.8561309,,2026-04-16
405-2-000221,세화리 1515-2,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1515-2,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5244489,126.8547267,,2026-04-16
405-2-000222,세화리 1536-2,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1536-2,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.523248,126.8545714,,2026-04-16
405-2-000223,세화리 3641-1,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 3641-1,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5268905,126.8562701,,2026-04-16
405-2-000224,세화리 3644-4,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 3644-4,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5263998,126.8562007,,2026-04-16
405-2-000225,월정리 1400-5,공영,노외,,제주특별자치도 제주시 구좌읍 월정리 1400-5,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5638772,126.7830662,,2026-04-16
405-2-000226,"월정리 481, 480",공영,노외,,제주특별자치도 제주시 구좌읍 월정리 481,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5546414,126.7936569,,2026-04-16
405-2-000227,월정리 555-2,공영,노외,,제주특별자치도 제주시 구좌읍 월정리 555-2,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5571038,126.7944163,,2026-04-16
405-2-000228,"월정리 555-4, 555-6",공영,노외,,제주특별자치도 제주시 구좌읍 월정리 555-4,34,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5573037,126.7943496,,2026-04-16
405-2-000229,평대리 3164-1,공영,노외,,제주특별자치도 제주시 구좌읍 평대리 3164-1,196,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.4912424,126.8102477,,2026-04-16
405-2-000230,"평대리 3351, 3351-1",공영,노외,,제주특별자치도 제주시 구좌읍 평대리 3351,66,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5249521,126.8531791,,2026-04-16
405-2-000231,하도리 3204-1,공영,노외,,제주특별자치도 제주시 구좌읍 하도리 3204-1,124,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5226716,126.8643443,,2026-04-16
405-2-000232,"하도리 46, 46-6",공영,노외,,제주특별자치도 제주시 구좌읍 하도리 46,113,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5141751,126.8988825,,2026-04-16
405-2-000233,한동리 1184,공영,노외,,제주특별자치도 제주시 구좌읍 한동리 1184,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5372602,126.8289148,,2026-04-16
405-2-000234,한동리 4849-7,공영,노외,,제주특별자치도 제주시 구좌읍 한동리 4849-7,214,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5418352,126.8152467,,2026-04-16
405-2-000235,행원리 1537-32,공영,노외,,제주특별자치도 제주시 구좌읍 행원리 1537-32,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5551269,126.8000791,,2026-04-16
405-2-000236,행원리 655-1,공영,노외,,제주특별자치도 제주시 구좌읍 행원리 655-1,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5552969,126.8098976,,2026-04-16
405-1-000237,"세평항로 45, 47",공영,노상,제주특별자치도 제주시 구좌읍 세평항로 45,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5273326,126.8550258,,2026-04-16
405-1-000238,세화리 3641-6,공영,노상,,제주특별자치도 제주시 구좌읍 세화리 3641-6,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5272799,126.8554212,,2026-04-16
405-1-000239,세평항로 38,공영,노상,제주특별자치도 제주시 구좌읍 세평항로 38,,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5266219,126.8550179,,2026-04-16
405-1-000240,세평항로 39,공영,노상,제주특별자치도 제주시 구좌읍 세평항로 39,,1,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5267762,126.854633,,2026-04-16
405-1-000241,평대리 3349-1,공영,노상,,제주특별자치도 제주시 구좌읍 평대리 3349-1,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5264236,126.8543915,,2026-04-16
405-1-000242,세화리 3642-1,공영,노상,,제주특별자치도 제주시 구좌읍 세화리 3642-1,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5262563,126.8547973,,2026-04-16
405-1-000243,평대리 3350-1,공영,노상,,제주특별자치도 제주시 구좌읍 평대리 3350-1,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5261233,126.8541974,,2026-04-16
405-1-000244,세평항로 21,공영,노상,제주특별자치도 제주시 구좌읍 세평항로 21,,1,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000245,"세평항로 28, 26",공영,노상,제주특별자치도 제주시 구좌읍 세평항로 28,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5257323,126.8544628,,2026-04-16
405-1-000246,세평항로 22,공영,노상,제주특별자치도 제주시 구좌읍 세평항로 22,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5252629,126.8540853,,2026-04-16
405-1-000247,세평항로 13,공영,노상,제주특별자치도 제주시 구좌읍 세평항로 13,,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5245913,126.8529079,,2026-04-16
405-1-000248,세평항로 16,공영,노상,제주특별자치도 제주시 구좌읍 세평항로 16,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5248848,126.8538645,,2026-04-16
405-1-000249,세평항로 12,공영,노상,제주특별자치도 제주시 구좌읍 세평항로 12,,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5245326,126.8536224,,2026-04-16
405-1-000250,"세화리 3647-7, 세화3길 27",공영,노상,,제주특별자치도 제주시 구좌읍 세화리 3647-7,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000251,"세화3길 27, 세화3길 27",공영,노상,제주특별자치도 제주시 구좌읍 세화3길 27,,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5259469,126.8558217,,2026-04-16
405-1-000252,세화3길 25,공영,노상,제주특별자치도 제주시 구좌읍 세화3길 25,,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.525762,126.8560503,,2026-04-16
405-1-000253,"구좌로 26, 세화리 1536-10",공영,노상,제주특별자치도 제주시 구좌읍 구좌로 26,,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5234072,126.8542526,,2026-04-16
405-1-000254,세화2길 11,공영,노상,제주특별자치도 제주시 구좌읍 세화2길 11,,2,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5225611,126.8561397,,2026-04-16
405-1-000255,"세화리 1384, 세화7길 32",공영,노상,,제주특별자치도 제주시 구좌읍 세화리 1384,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,,2026-04-16
405-1-000256,"세화7길 40, 48",공영,노상,제주특별자치도 제주시 구좌읍 세화7길 40,,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5230458,126.8613796,,2026-04-16
405-1-000257,세화리 4,공영,노상,,제주특별자치도 제주시 구좌읍 세화리 4,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5222965,126.8622296,,2026-04-16
405-1-000258,세화11길 18,공영,노상,제주특별자치도 제주시 구좌읍 세화11길 18,,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5224671,126.8610409,,2026-04-16
405-1-000260,세화리 36-1,공영,노상,,제주특별자치도 제주시 구좌읍 세화리 36-1,1,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5211308,126.8608332,,2026-04-16
405-2-000261,김녕리 1686-1,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 1686-1,39,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5545357,126.751906,,2026-04-16
405-2-000262,하도리 1528-3(문주란로5길 11),공영,노외,,제주특별자치도 제주시 구좌읍 하도리 1528-3,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5197859,126.8862763,,2026-04-16
405-2-000263,김녕리 1270-9,공영,노외,,제주특별자치도 제주시 구좌읍 김녕리 1270-9,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5581851,126.7545846,,2026-04-16
405-2-000264,북촌리 1285-1,공영,노외,,제주특별자치도 제주시 조천읍 북촌리 1285-1,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5497114,126.6929536,,2026-04-16
405-2-000265,북촌리 491,공영,노외,,제주특별자치도 제주시 조천읍 북촌리 491,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5499944,126.6947784,,2026-04-16
405-2-000266,북촌리 497,공영,노외,,제주특별자치도 제주시 조천읍 북촌리 497,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,33.5501345,126.6954537,,2026-04-16
